"op","ctrl","mass","form","mod","rad","ref","thk"
"large sample","A",23,"alpha","h2o",3.81,"h2o",1.27
"small sample","A",16,"alpha","h2o",5.08,"h2o",0.635
"small sample","A",4,"alpha","h2o",10.16,"h2o",1.27
"small sample","B",34,"alpha","h2o",0.635,"h2o",3.175
"metallurgy","A",46,"alpha","h2o",1.905,"h2o",3.81
"solution","A",12,"alpha","h2o",9.525,"h2o",0.635
"small sample","A",2,"alpha","h2o",7.62,"h2o",1.27
"large sample","D",45,"alpha","h2o",6.35,"h2o",0.635
"metallurgy","E",141,"alpha","h2o",1.905,"h2o",0.635
"large sample","E",71,"alpha","h2o",1.27,"h2o",0.635
"large sample","E",27,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",24,"alpha","h2o",0.635,"h2o",1.905
"metallurgy","A",34,"alpha","h2o",1.27,"h2o",0.635
"solution","A",8,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",50,"alpha","h2o",1.27,"h2o",0.635
"large sample","A",22,"alpha","h2o",5.08,"h2o",0.635
"large sample","A",14,"alpha","h2o",6.35,"h2o",0.635
"large sample","M",230,"alpha","h2o",13.335,"h2o",0.635
"small sample","A",48,"alpha","h2o",1.905,"h2o",1.905
"small sample","A",15,"alpha","h2o",5.715,"h2o",1.27
"solution","A",13,"alpha","h2o",6.985,"h2o",1.27
"solution","A",14,"alpha","h2o",17.145,"h2o",1.905
"small sample","A",13,"alpha","h2o",6.985,"h2o",1.27
"large sample","B",38,"alpha","h2o",1.27,"h2o",1.27
"large sample","M",157,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",47,"alpha","h2o",24.765,"h2o",0.635
"solution","A",7,"alpha","h2o",12.7,"h2o",1.27
"large sample","B",74,"alpha","h2o",2.54,"h2o",0.635
"large sample","M",36,"alpha","h2o",6.35,"h2o",1.27
"waste","A",22,"alpha","h2o",6.985,"h2o",0.635
"large sample","A",9,"alpha","h2o",4.445,"h2o",2.54
"small sample","A",41,"alpha","h2o",6.35,"h2o",1.27
"large sample","A",45,"alpha","h2o",4.445,"h2o",1.905
"large sample","A",12,"alpha","h2o",3.175,"h2o",3.81
"large sample","A",27,"alpha","h2o",3.175,"h2o",0.635
"metallurgy","E",169,"alpha","h2o",1.905,"h2o",0.635
"large sample","D",198,"alpha","h2o",7.62,"h2o",0.635
"large sample","A",6,"alpha","h2o",3.175,"h2o",2.54
"metallurgy","A",51,"alpha","h2o",10.16,"h2o",3.175
"small sample","B",49,"alpha","h2o",5.715,"h2o",0.635
"waste","P",119,"alpha","h2o",8.255,"h2o",1.27
"waste","A",22,"alpha","h2o",11.43,"h2o",2.54
"large sample","A",13,"alpha","h2o",8.255,"h2o",0.635
"machining","M",31,"alpha","h2o",12.7,"h2o",0.635
"waste","P",19,"alpha","h2o",5.08,"h2o",4.445
"small sample","A",1,"alpha","h2o",15.24,"h2o",1.27
"small sample","A",25,"alpha","h2o",13.97,"h2o",1.905
"metallurgy","A",28,"alpha","h2o",12.7,"h2o",0.635
"metallurgy","E",83,"alpha","h2o",1.27,"h2o",0.635
"large sample","C",93,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",42,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",65,"alpha","h2o",4.445,"h2o",2.54
"metallurgy","A",46,"alpha","h2o",2.54,"h2o",1.905
"large sample","A",5,"alpha","h2o",4.445,"h2o",2.54
"large sample","A",65,"alpha","h2o",9.525,"h2o",1.905
"small sample","A",6,"alpha","h2o",3.81,"h2o",0.635
"solution","A",23,"alpha","h2o",11.43,"h2o",1.27
"metallurgy","E",25,"alpha","h2o",1.27,"h2o",0.635
"solution","A",16,"alpha","h2o",9.525,"h2o",1.905
"metallurgy","E",66,"alpha","h2o",1.905,"h2o",0.635
"large sample","A",36,"alpha","h2o",13.97,"h2o",2.54
"small sample","A",65,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",19,"alpha","h2o",10.16,"h2o",0.635
"large sample","A",16,"alpha","h2o",3.175,"h2o",1.27
"small sample","A",16,"alpha","h2o",2.54,"h2o",2.54
"small sample","A",34,"alpha","h2o",4.445,"h2o",1.27
"solution","A",24,"alpha","h2o",13.335,"h2o",1.27
"metallurgy","E",18,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",17,"alpha","h2o",17.145,"h2o",1.905
"small sample","A",13,"alpha","h2o",13.335,"h2o",0.635
"large sample","A",49,"alpha","h2o",7.62,"h2o",1.27
"metallurgy","A",14,"alpha","h2o",13.97,"h2o",1.27
"waste","P",151,"alpha","h2o",13.335,"h2o",0.635
"small sample","A",24,"alpha","h2o",5.715,"h2o",1.905
"large sample","A",23,"alpha","h2o",8.89,"h2o",0.635
"small sample","A",24,"alpha","h2o",13.97,"h2o",0.635
"machining","M",20,"alpha","h2o",3.175,"h2o",0.635
"solution","A",21,"alpha","h2o",18.415,"h2o",1.27
"large sample","A",24,"alpha","h2o",8.89,"h2o",1.27
"large sample","E",46,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",22,"alpha","h2o",12.7,"h2o",1.27
"metallurgy","A",35,"alpha","h2o",18.415,"h2o",0.635
"metallurgy","A",65,"alpha","h2o",6.35,"h2o",1.27
"machining","M",14,"alpha","h2o",13.335,"h2o",0.635
"solution","A",6,"alpha","h2o",5.08,"h2o",2.54
"large sample","D",32,"alpha","h2o",0.635,"h2o",0.635
"machining","A",26,"alpha","h2o",27.305,"h2o",0.635
"small sample","A",25,"alpha","h2o",4.445,"h2o",3.81
"large sample","M",139,"alpha","h2o",1.27,"h2o",0.635
"machining","M",58,"alpha","h2o",2.54,"h2o",0.635
"large sample","A",65,"alpha","h2o",10.16,"h2o",1.905
"machining","M",20,"alpha","h2o",1.905,"h2o",0.635
"large sample","D",134,"alpha","h2o",8.255,"h2o",0.635
"metallurgy","E",28,"alpha","h2o",1.27,"h2o",0.635
"machining","M",4,"alpha","h2o",12.7,"h2o",0.635
"small sample","A",40,"alpha","h2o",12.065,"h2o",1.27
"large sample","E",84,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",8,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",38,"alpha","h2o",6.35,"h2o",1.27
"machining","M",46,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",44,"alpha","h2o",6.985,"h2o",1.905
"machining","A",41,"alpha","h2o",6.35,"h2o",1.27
"large sample","D",17,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",30,"alpha","h2o",6.35,"h2o",1.27
"small sample","A",23,"alpha","h2o",13.335,"h2o",0.635
"solution","A",7,"alpha","h2o",11.43,"h2o",2.54
"large sample","A",6,"alpha","h2o",13.97,"h2o",0.635
"machining","M",8,"alpha","h2o",1.905,"h2o",0.635
"large sample","A",60,"alpha","h2o",8.255,"h2o",1.27
"machining","M",5,"alpha","h2o",16.51,"h2o",0.635
"solution","A",13,"alpha","h2o",15.875,"h2o",1.905
"solution","A",8,"alpha","h2o",12.7,"h2o",0.635
"large sample","A",32,"alpha","h2o",10.16,"h2o",0.635
"small sample","A",42,"alpha","h2o",3.81,"h2o",0.635
"small sample","B",36,"alpha","h2o",1.27,"h2o",3.81
"machining","A",47,"alpha","h2o",12.065,"h2o",0.635
"solution","A",4,"alpha","h2o",15.875,"h2o",5.715
"machining","M",110,"alpha","h2o",13.335,"h2o",0.635
"machining","M",27,"alpha","h2o",3.175,"h2o",0.635
"waste","P",90,"alpha","h2o",9.525,"h2o",0.635
"machining","M",155,"alpha","h2o",24.765,"h2o",0.635
"large sample","A",42,"alpha","h2o",14.605,"h2o",0.635
"large sample","A",62,"alpha","h2o",15.875,"h2o",3.175
"small sample","A",65,"alpha","h2o",10.16,"h2o",1.905
"solution","A",10,"alpha","h2o",4.445,"h2o",2.54
"solution","A",17,"alpha","h2o",12.065,"h2o",1.27
"small sample","A",7,"alpha","h2o",21.59,"h2o",1.905
"solution","A",13,"alpha","h2o",5.715,"h2o",0.635
"metallurgy","E",78,"alpha","h2o",5.715,"h2o",0.635
"large sample","A",37,"alpha","h2o",17.145,"h2o",1.905
"small sample","A",9,"alpha","h2o",3.81,"h2o",1.27
"large sample","M",83,"alpha","h2o",5.08,"h2o",0.635
"metallurgy","A",41,"alpha","h2o",19.05,"h2o",2.54
"waste","A",62,"alpha","h2o",1.905,"h2o",1.905
"small sample","A",65,"alpha","h2o",5.08,"h2o",1.905
"solution","A",23,"alpha","h2o",7.62,"h2o",1.905
"small sample","A",26,"alpha","h2o",9.525,"h2o",2.54
"metallurgy","A",8,"alpha","h2o",5.08,"h2o",0.635
"large sample","A",41,"alpha","h2o",0.635,"h2o",0.635
"large sample","M",54,"alpha","h2o",15.875,"h2o",0.635
"solution","A",10,"alpha","h2o",19.685,"h2o",1.27
"small sample","A",21,"alpha","h2o",13.97,"h2o",1.27
"small sample","A",65,"alpha","h2o",4.445,"h2o",1.905
"solution","A",1,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",65,"alpha","h2o",10.16,"h2o",0.635
"solution","A",9,"alpha","h2o",12.7,"h2o",0.635
"metallurgy","A",53,"alpha","h2o",1.905,"h2o",0.635
"metallurgy","A",18,"alpha","h2o",4.445,"h2o",3.175
"large sample","A",46,"alpha","h2o",10.795,"h2o",1.27
"large sample","D",125,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",65,"alpha","h2o",5.715,"h2o",1.27
"large sample","D",57,"alpha","h2o",1.27,"h2o",1.27
"machining","M",26,"alpha","h2o",27.94,"h2o",1.27
"large sample","A",23,"alpha","h2o",23.495,"h2o",1.905
"small sample","A",45,"alpha","h2o",4.445,"h2o",1.905
"large sample","A",27,"alpha","h2o",3.81,"h2o",1.27
"small sample","A",30,"alpha","h2o",7.62,"h2o",0.635
"small sample","A",65,"alpha","h2o",4.445,"h2o",1.27
"small sample","A",11,"alpha","h2o",1.905,"h2o",3.175
"waste","A",35,"alpha","h2o",5.715,"h2o",1.27
"small sample","A",31,"alpha","h2o",3.81,"h2o",1.27
"large sample","D",63,"alpha","h2o",2.54,"h2o",0.635
"solution","A",6,"alpha","h2o",2.54,"h2o",3.175
"solution","A",9,"alpha","h2o",1.905,"h2o",0.635
"large sample","C",14,"alpha","h2o",3.175,"h2o",0.635
"solution","A",8,"alpha","h2o",5.08,"h2o",0.635
"small sample","A",34,"alpha","h2o",5.08,"h2o",0.635
"machining","M",52,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",40,"alpha","h2o",17.78,"h2o",5.715
"machining","M",61,"alpha","h2o",8.255,"h2o",0.635
"small sample","A",39,"alpha","h2o",2.54,"h2o",0.635
"large sample","D",44,"alpha","h2o",1.27,"h2o",0.635
"metallurgy","A",17,"alpha","h2o",2.54,"h2o",3.175
"large sample","A",51,"alpha","h2o",1.905,"h2o",0.635
"waste","P",51,"alpha","h2o",28.575,"h2o",1.905
"large sample","A",64,"alpha","h2o",12.065,"h2o",0.635
"large sample","D",316,"alpha","h2o",2.54,"h2o",0.635
"large sample","M",153,"alpha","h2o",27.94,"h2o",0.635
"small sample","A",59,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",49,"alpha","h2o",15.24,"h2o",1.905
"solution","A",20,"alpha","h2o",16.51,"h2o",1.27
"large sample","A",26,"alpha","h2o",3.81,"h2o",3.175
"small sample","A",15,"alpha","h2o",4.445,"h2o",3.175
"large sample","A",65,"alpha","h2o",22.86,"h2o",0.635
"solution","A",6,"alpha","h2o",8.255,"h2o",1.27
"large sample","A",14,"alpha","h2o",5.715,"h2o",3.175
"small sample","A",30,"alpha","h2o",1.27,"h2o",1.27
"small sample","A",29,"alpha","h2o",5.08,"h2o",2.54
"machining","M",12,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",31,"alpha","h2o",9.525,"h2o",0.635
"small sample","A",18,"alpha","h2o",15.875,"h2o",2.54
"waste","P",134,"alpha","h2o",13.97,"h2o",0.635
"machining","M",53,"alpha","h2o",2.54,"h2o",0.635
"metallurgy","A",6,"alpha","h2o",8.89,"h2o",1.27
"machining","M",14,"alpha","h2o",12.065,"h2o",1.905
"waste","P",46,"alpha","h2o",10.795,"h2o",0.635
"small sample","A",42,"alpha","h2o",7.62,"h2o",1.905
"large sample","A",47,"alpha","h2o",1.27,"h2o",1.905
"large sample","A",16,"alpha","h2o",6.985,"h2o",1.27
"small sample","A",65,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",28,"alpha","h2o",7.62,"h2o",2.54
"small sample","B",13,"alpha","h2o",5.08,"h2o",2.54
"large sample","D",97,"alpha","h2o",3.81,"h2o",0.635
"metallurgy","A",7,"alpha","h2o",13.335,"h2o",0.635
"large sample","E",46,"alpha","h2o",0.635,"h2o",0.635
"solution","A",2,"alpha","h2o",9.525,"h2o",1.27
"large sample","M",190,"alpha","h2o",15.24,"h2o",0.635
"large sample","A",5,"alpha","h2o",3.81,"h2o",0.635
"large sample","A",65,"alpha","h2o",20.32,"h2o",0.635
"small sample","B",52,"alpha","h2o",12.7,"h2o",3.175
"small sample","A",10,"alpha","h2o",10.795,"h2o",1.27
"metallurgy","A",34,"alpha","h2o",10.16,"h2o",1.27
"large sample","A",21,"alpha","h2o",18.415,"h2o",2.54
"large sample","A",4,"alpha","h2o",10.16,"h2o",2.54
"machining","M",10,"alpha","h2o",29.21,"h2o",0.635
"large sample","A",18,"alpha","h2o",0.635,"h2o",1.27
"large sample","M",108,"alpha","h2o",1.905,"h2o",0.635
"large sample","D",171,"alpha","h2o",1.27,"h2o",0.635
"machining","M",111,"alpha","h2o",10.795,"h2o",0.635
"small sample","A",7,"alpha","h2o",15.875,"h2o",0.635
"small sample","A",40,"alpha","h2o",20.955,"h2o",1.905
"solution","A",24,"alpha","h2o",15.24,"h2o",3.81
"large sample","A",27,"alpha","h2o",2.54,"h2o",1.905
"small sample","A",54,"alpha","h2o",6.35,"h2o",2.54
"large sample","M",46,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",11,"alpha","h2o",17.145,"h2o",5.715
"metallurgy","A",22,"alpha","h2o",5.08,"h2o",0.635
"solution","A",13,"alpha","h2o",6.985,"h2o",0.635
"large sample","A",65,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",29,"alpha","h2o",16.51,"h2o",1.27
"solution","A",14,"alpha","h2o",12.7,"h2o",0.635
"small sample","A",27,"alpha","h2o",19.685,"h2o",0.635
"waste","P",136,"alpha","h2o",12.065,"h2o",1.905
"solution","A",38,"alpha","h2o",9.525,"h2o",0.635
"metallurgy","A",18,"alpha","h2o",5.08,"h2o",1.27
"small sample","A",38,"alpha","h2o",6.985,"h2o",0.635
"large sample","M",48,"alpha","h2o",11.43,"h2o",0.635
"small sample","A",36,"alpha","h2o",5.08,"h2o",2.54
"metallurgy","E",57,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",13,"alpha","h2o",3.175,"h2o",2.54
"large sample","A",15,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",65,"alpha","h2o",12.7,"h2o",0.635
"small sample","A",34,"alpha","h2o",10.795,"h2o",2.54
"small sample","A",6,"alpha","h2o",5.715,"h2o",0.635
"large sample","A",15,"alpha","h2o",22.225,"h2o",1.27
"solution","A",7,"alpha","h2o",5.715,"h2o",1.27
"machining","M",45,"alpha","h2o",5.08,"h2o",0.635
"large sample","E",76,"alpha","h2o",0.635,"h2o",0.635
"metallurgy","A",2,"alpha","h2o",8.89,"h2o",1.27
"solution","A",5,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",31,"alpha","h2o",8.89,"h2o",0.635
"metallurgy","A",34,"alpha","h2o",0.635,"h2o",1.27
"waste","P",37,"alpha","h2o",3.81,"h2o",0.635
"solution","A",7,"alpha","h2o",20.955,"h2o",1.27
"large sample","A",46,"alpha","h2o",21.59,"h2o",0.635
"large sample","D",20,"alpha","h2o",2.54,"h2o",0.635
"large sample","A",18,"alpha","h2o",8.255,"h2o",4.445
"large sample","A",43,"alpha","h2o",13.335,"h2o",3.175
"metallurgy","A",33,"alpha","h2o",3.81,"h2o",1.905
"small sample","A",17,"alpha","h2o",4.445,"h2o",0.635
"large sample","A",26,"alpha","h2o",15.875,"h2o",0.635
"small sample","B",18,"alpha","h2o",3.81,"h2o",2.54
"small sample","A",20,"alpha","h2o",9.525,"h2o",1.27
"solution","A",26,"alpha","h2o",20.32,"h2o",1.27
"solution","A",13,"alpha","h2o",8.255,"h2o",1.905
"metallurgy","A",65,"alpha","h2o",14.605,"h2o",0.635
"small sample","A",9,"alpha","h2o",4.445,"h2o",1.27
"large sample","A",27,"alpha","h2o",16.51,"h2o",1.27
"small sample","A",41,"alpha","h2o",10.16,"h2o",0.635
"small sample","A",50,"alpha","h2o",5.08,"h2o",1.27
"metallurgy","A",16,"alpha","h2o",19.05,"h2o",1.905
"machining","A",63,"alpha","h2o",12.7,"h2o",0.635
"small sample","A",39,"alpha","h2o",12.7,"h2o",0.635
"metallurgy","B",62,"alpha","h2o",4.445,"h2o",1.905
"small sample","A",65,"alpha","h2o",10.16,"h2o",1.27
"small sample","A",26,"alpha","h2o",4.445,"h2o",1.27
"metallurgy","A",25,"alpha","h2o",7.62,"h2o",0.635
"large sample","A",23,"alpha","h2o",6.985,"h2o",0.635
"small sample","A",43,"alpha","h2o",1.27,"h2o",1.905
"large sample","A",41,"alpha","h2o",22.225,"h2o",0.635
"small sample","A",10,"alpha","h2o",10.16,"h2o",1.27
"metallurgy","A",32,"alpha","h2o",11.43,"h2o",1.905
"small sample","A",41,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",9,"alpha","h2o",10.795,"h2o",2.54
"small sample","A",13,"alpha","h2o",12.7,"h2o",1.905
"small sample","A",18,"alpha","h2o",11.43,"h2o",1.905
"large sample","D",72,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",16,"alpha","h2o",5.08,"h2o",1.905
"metallurgy","E",216,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",63,"alpha","h2o",3.175,"h2o",1.27
"large sample","M",60,"alpha","h2o",6.35,"h2o",0.635
"metallurgy","E",139,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",5,"alpha","h2o",8.89,"h2o",1.27
"metallurgy","E",36,"alpha","h2o",3.81,"h2o",0.635
"large sample","M",131,"alpha","h2o",6.35,"h2o",0.635
"machining","M",11,"alpha","h2o",7.62,"h2o",0.635
"large sample","A",6,"alpha","h2o",1.27,"h2o",1.27
"large sample","A",26,"alpha","h2o",11.43,"h2o",0.635
"large sample","M",53,"alpha","h2o",10.795,"h2o",0.635
"large sample","A",12,"alpha","h2o",2.54,"h2o",1.905
"solution","A",6,"alpha","h2o",4.445,"h2o",2.54
"large sample","A",17,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",35,"alpha","h2o",5.715,"h2o",0.635
"small sample","B",164,"alpha","h2o",3.175,"h2o",2.54
"small sample","A",23,"alpha","h2o",6.35,"h2o",1.27
"large sample","B",86,"alpha","h2o",3.81,"h2o",3.175
"large sample","A",21,"alpha","h2o",14.605,"h2o",2.54
"metallurgy","A",51,"alpha","h2o",8.255,"h2o",0.635
"metallurgy","E",50,"alpha","h2o",1.27,"h2o",0.635
"waste","A",43,"alpha","h2o",4.445,"h2o",2.54
"small sample","B",135,"alpha","h2o",2.54,"h2o",0.635
"large sample","A",51,"alpha","h2o",4.445,"h2o",3.175
"large sample","A",43,"alpha","h2o",22.225,"h2o",0.635
"small sample","A",49,"alpha","h2o",8.255,"h2o",1.905
"large sample","A",12,"alpha","h2o",12.7,"h2o",1.905
"small sample","A",24,"alpha","h2o",12.065,"h2o",3.175
"waste","A",32,"alpha","h2o",6.35,"h2o",0.635
"small sample","A",33,"alpha","h2o",6.35,"h2o",0.635
"small sample","A",25,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",34,"alpha","h2o",9.525,"h2o",0.635
"small sample","A",26,"alpha","h2o",6.985,"h2o",1.905
"solution","A",6,"alpha","h2o",0.635,"h2o",1.905
"large sample","D",133,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",35,"alpha","h2o",3.81,"h2o",0.635
"large sample","A",11,"alpha","h2o",8.89,"h2o",2.54
"small sample","A",22,"alpha","h2o",2.54,"h2o",2.54
"metallurgy","A",25,"alpha","h2o",10.16,"h2o",0.635
"large sample","A",9,"alpha","h2o",1.905,"h2o",2.54
"small sample","A",29,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",42,"alpha","h2o",12.7,"h2o",1.27
"large sample","A",7,"alpha","h2o",3.81,"h2o",4.445
"large sample","A",32,"alpha","h2o",21.59,"h2o",1.27
"large sample","M",162,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",53,"alpha","h2o",12.065,"h2o",1.27
"metallurgy","A",29,"alpha","h2o",10.16,"h2o",3.175
"small sample","A",13,"alpha","h2o",6.35,"h2o",1.27
"large sample","A",16,"alpha","h2o",5.715,"h2o",0.635
"metallurgy","A",32,"alpha","h2o",9.525,"h2o",1.27
"small sample","A",12,"alpha","h2o",1.27,"h2o",0.635
"solution","A",21,"alpha","h2o",12.065,"h2o",1.905
"small sample","A",7,"alpha","h2o",2.54,"h2o",1.27
"large sample","A",17,"alpha","h2o",7.62,"h2o",0.635
"large sample","M",9,"alpha","h2o",8.255,"h2o",0.635
"waste","P",61,"alpha","h2o",15.875,"h2o",1.905
"small sample","A",46,"alpha","h2o",14.605,"h2o",2.54
"small sample","B",75,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",9,"alpha","h2o",20.955,"h2o",2.54
"large sample","A",18,"alpha","h2o",1.905,"h2o",1.27
"solution","A",31,"alpha","h2o",8.89,"h2o",1.905
"large sample","A",9,"alpha","h2o",2.54,"h2o",0.635
"large sample","E",80,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",16,"alpha","h2o",1.27,"h2o",0.635
"large sample","D",122,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",16,"alpha","h2o",4.445,"h2o",4.445
"large sample","A",15,"alpha","h2o",14.605,"h2o",0.635
"large sample","A",42,"alpha","h2o",10.795,"h2o",2.54
"metallurgy","A",45,"alpha","h2o",9.525,"h2o",3.175
"small sample","B",15,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",32,"alpha","h2o",4.445,"h2o",1.905
"solution","A",4,"alpha","h2o",11.43,"h2o",1.905
"solution","A",8,"alpha","h2o",5.715,"h2o",3.81
"large sample","A",41,"alpha","h2o",21.59,"h2o",0.635
"waste","A",14,"alpha","h2o",20.955,"h2o",1.27
"large sample","A",40,"alpha","h2o",6.985,"h2o",1.905
"large sample","A",26,"alpha","h2o",3.175,"h2o",1.27
"large sample","M",15,"alpha","h2o",1.27,"h2o",1.27
"small sample","A",34,"alpha","h2o",6.985,"h2o",0.635
"small sample","A",44,"alpha","h2o",24.13,"h2o",0.635
"solution","A",14,"alpha","h2o",8.89,"h2o",1.27
"large sample","D",77,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",41,"alpha","h2o",19.685,"h2o",2.54
"metallurgy","A",10,"alpha","h2o",22.86,"h2o",0.635
"large sample","A",20,"alpha","h2o",10.16,"h2o",2.54
"solution","A",14,"alpha","h2o",28.575,"h2o",2.54
"large sample","M",32,"alpha","h2o",16.51,"h2o",0.635
"metallurgy","E",25,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",23,"alpha","h2o",8.255,"h2o",1.27
"large sample","C",80,"alpha","h2o",7.62,"h2o",0.635
"large sample","A",12,"alpha","h2o",11.43,"h2o",1.27
"large sample","A",10,"alpha","h2o",12.065,"h2o",0.635
"solution","A",13,"alpha","h2o",22.86,"h2o",1.27
"small sample","A",15,"alpha","h2o",1.905,"h2o",3.175
"machining","A",62,"alpha","h2o",3.175,"h2o",4.445
"large sample","A",7,"alpha","h2o",30.48,"h2o",0.635
"large sample","A",36,"alpha","h2o",7.62,"h2o",0.635
"large sample","M",80,"alpha","h2o",11.43,"h2o",0.635
"large sample","A",65,"alpha","h2o",8.89,"h2o",0.635
"solution","A",8,"alpha","h2o",18.415,"h2o",1.27
"small sample","A",13,"alpha","h2o",10.795,"h2o",2.54
"machining","M",44,"alpha","h2o",6.35,"h2o",0.635
"large sample","M",63,"alpha","h2o",3.175,"h2o",0.635
"waste","A",19,"alpha","h2o",6.985,"h2o",0.635
"large sample","A",65,"alpha","h2o",5.715,"h2o",2.54
"solution","A",6,"alpha","h2o",6.35,"h2o",0.635
"large sample","A",65,"alpha","h2o",4.445,"h2o",0.635
"large sample","D",6,"alpha","h2o",7.62,"h2o",0.635
"metallurgy","A",3,"alpha","h2o",1.27,"h2o",1.27
"large sample","A",11,"alpha","h2o",0.635,"h2o",1.905
"small sample","A",16,"alpha","h2o",3.81,"h2o",5.715
"large sample","A",50,"alpha","h2o",13.335,"h2o",0.635
"large sample","E",93,"alpha","h2o",1.27,"h2o",0.635
"large sample","D",123,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",40,"alpha","h2o",9.525,"h2o",2.54
"small sample","A",41,"alpha","h2o",15.875,"h2o",0.635
"small sample","A",28,"alpha","h2o",12.065,"h2o",2.54
"small sample","A",27,"alpha","h2o",10.16,"h2o",0.635
"metallurgy","A",65,"alpha","h2o",13.335,"h2o",0.635
"metallurgy","A",48,"alpha","h2o",20.32,"h2o",2.54
"large sample","A",12,"alpha","h2o",6.985,"h2o",3.175
"large sample","A",29,"alpha","h2o",4.445,"h2o",2.54
"small sample","A",26,"alpha","h2o",2.54,"h2o",0.635
"large sample","E",85,"alpha","h2o",1.27,"h2o",0.635
