"op","ctrl","mass","form","mod","rad","ref","thk"
"small sample","A",11,"alpha","ch2",12.7,"du",3.175
"machining","M",28,"alpha","ch2",11.43,"ch2",0.635
"large sample","A",58,"alpha","none",16.51,"ch2",1.905
"small sample","A",40,"alpha","none",4.445,"ch2",0.635
"small sample","A",31,"alpha","ch2",31.75,"ch2",0.635
"small sample","A",65,"alpha","none",1.905,"ch2",1.27
"large sample","A",31,"alpha","none",8.255,"ch2",0.635
"large sample","A",52,"alpha","none",5.715,"be",0.635
"metallurgy","A",20,"alpha","none",7.62,"mgo",1.905
"large sample","A",65,"alpha","none",10.795,"mgo",0.635
"solution","A",22,"alpha","none",3.81,"be",0.635
"small sample","A",60,"alpha","none",4.445,"ch2",0.635
"large sample","D",221,"alpha","none",7.62,"mgo",0.635
"large sample","A",14,"alpha","ch2",6.35,"ch2",0.635
"large sample","A",32,"alpha","none",6.35,"al",1.905
"large sample","A",13,"alpha","none",4.445,"ss304",0.635
"machining","M",22,"alpha","ch2",2.54,"ch2",0.635
"large sample","M",38,"alpha","mgo",1.27,"ss304",0.635
"small sample","A",28,"alpha","none",6.985,"ch2",0.635
"machining","M",23,"alpha","none",4.445,"ch2",0.635
"large sample","A",44,"alpha","none",6.35,"ch2",0.635
"large sample","A",35,"alpha","none",17.78,"ch2",1.27
"large sample","A",34,"alpha","none",6.35,"ch2",0.635
"small sample","A",17,"alpha","none",1.27,"ch2",0.635
"large sample","D",31,"alpha","none",5.715,"ch2",0.635
"machining","M",29,"alpha","none",2.54,"ch2",1.27
"small sample","A",17,"alpha","none",7.62,"pb",0.635
"small sample","A",44,"alpha","ch2",19.05,"ss304",6.985
"solution","A",19,"alpha","none",4.445,"ss304",2.54
"machining","A",8,"alpha","none",3.81,"al",0.635
"large sample","C",177,"alpha","none",13.97,"none",0.635
"waste","A",51,"alpha","none",10.795,"ch2",4.445
"large sample","A",50,"alpha","none",3.175,"mgo",1.27
"large sample","A",28,"alpha","ch2",13.335,"mgo",1.27
"small sample","A",45,"alpha","none",5.08,"du",5.08
"large sample","E",120,"alpha","none",3.175,"mgo",0.635
"large sample","D",63,"alpha","none",1.27,"ch2",0.635
"large sample","A",56,"alpha","ch2",1.27,"pb",0.635
"small sample","A",25,"alpha","none",4.445,"ch2",0.635
"solution","A",18,"alpha","none",3.81,"ss304",2.54
"machining","M",13,"alpha","none",4.445,"ch2",0.635
"large sample","A",10,"alpha","ch2",14.605,"mgo",1.905
"large sample","A",7,"alpha","mgo",8.255,"ch2",1.905
"small sample","A",12,"alpha","none",11.43,"ch2",0.635
"solution","A",1,"alpha","none",5.715,"ch2",2.54
"metallurgy","A",60,"alpha","none",8.255,"ss304",3.175
"large sample","A",57,"alpha","none",5.715,"ch2",0.635
"small sample","A",3,"alpha","ch2",26.035,"ch2",2.54
"solution","A",9,"alpha","none",2.54,"al",0.635
"waste","A",20,"alpha","ch2",2.54,"ch2",1.27
"small sample","A",14,"alpha","none",8.89,"ch2",2.54
"solution","A",6,"alpha","none",4.445,"al",0.635
"large sample","A",26,"alpha","none",3.175,"ch2",0.635
"small sample","A",53,"alpha","none",16.51,"du",0.635
"solution","A",6,"alpha","none",5.715,"ch2",1.27
"large sample","A",23,"alpha","none",3.81,"ch2",1.27
"small sample","A",16,"alpha","none",5.08,"ch2",0.635
"small sample","A",4,"alpha","none",10.16,"ch2",1.27
"small sample","B",34,"alpha","none",0.635,"ch2",3.175
"metallurgy","A",46,"alpha","ch2",1.905,"mgo",3.81
"solution","A",12,"alpha","none",9.525,"ch2",0.635
"small sample","A",2,"alpha","none",7.62,"ch2",1.27
"large sample","D",45,"alpha","none",6.35,"ss304",0.635
"metallurgy","E",141,"alpha","none",1.905,"ch2",0.635
"large sample","E",71,"alpha","none",1.27,"mgo",0.635
"large sample","E",27,"alpha","none",0.635,"ch2",0.635
"small sample","A",24,"alpha","none",0.635,"ss304",1.905
"metallurgy","A",34,"alpha","mgo",1.27,"ch2",0.635
"solution","A",8,"alpha","none",2.54,"ch2",0.635
"small sample","A",50,"alpha","ch2",1.27,"ch2",0.635
"large sample","A",22,"alpha","none",5.08,"du",0.635
"large sample","A",14,"alpha","ch2",6.35,"ss304",0.635
"large sample","M",230,"alpha","none",13.335,"ch2",0.635
"small sample","A",48,"alpha","none",1.905,"ch2",1.905
"small sample","A",15,"alpha","none",5.715,"ch2",1.27
"solution","A",13,"alpha","none",6.985,"ch2",1.27
"solution","A",14,"alpha","none",17.145,"al",1.905
"small sample","A",13,"alpha","none",6.985,"ch2",1.27
"large sample","B",38,"alpha","none",1.27,"mgo",1.27
"large sample","M",157,"alpha","ch2",3.175,"mgo",0.635
"large sample","A",47,"alpha","ch2",24.765,"mgo",0.635
"solution","A",7,"alpha","none",12.7,"ch2",1.27
"large sample","B",74,"alpha","none",2.54,"ch2",0.635
"large sample","M",36,"alpha","none",6.35,"mgo",1.27
"waste","A",22,"alpha","ch2",6.985,"ch2",0.635
"large sample","A",9,"alpha","none",4.445,"al",2.54
"small sample","A",41,"alpha","none",6.35,"ch2",1.27
"large sample","A",45,"alpha","none",4.445,"ss304",1.905
"large sample","A",12,"alpha","none",3.175,"ch2",3.81
"large sample","A",27,"alpha","ch2",3.175,"ch2",0.635
"metallurgy","E",169,"alpha","none",1.905,"ch2",0.635
"large sample","D",198,"alpha","none",7.62,"ss304",0.635
"large sample","A",6,"alpha","mgo",3.175,"ss304",2.54
"metallurgy","A",51,"alpha","none",10.16,"ch2",3.175
"small sample","B",49,"alpha","ch2",5.715,"ch2",0.635
"waste","P",119,"alpha","none",8.255,"ch2",1.27
"waste","A",22,"alpha","none",11.43,"ch2",2.54
"large sample","A",13,"alpha","none",8.255,"ss304",0.635
"machining","M",31,"alpha","none",12.7,"ss304",0.635
"waste","P",19,"alpha","none",5.08,"du",4.445
"small sample","A",1,"alpha","none",15.24,"ch2",1.27
"small sample","A",25,"alpha","ch2",13.97,"ch2",1.905
"metallurgy","A",28,"alpha","ch2",12.7,"ss304",0.635
"metallurgy","E",83,"alpha","none",1.27,"ch2",0.635
"large sample","C",93,"alpha","none",2.54,"none",0.635
"small sample","A",42,"alpha","none",2.54,"ch2",0.635
"small sample","A",65,"alpha","none",4.445,"be",2.54
"metallurgy","A",46,"alpha","none",2.54,"mgo",1.905
"large sample","A",5,"alpha","none",4.445,"ch2",2.54
"large sample","A",65,"alpha","ch2",9.525,"ch2",1.905
"small sample","A",6,"alpha","none",3.81,"ch2",0.635
"solution","A",23,"alpha","none",11.43,"ss304",1.27
"metallurgy","E",25,"alpha","none",1.27,"mgo",0.635
"solution","A",16,"alpha","none",9.525,"du",1.905
"metallurgy","E",66,"alpha","ch2",1.905,"ch2",0.635
"large sample","A",36,"alpha","none",13.97,"ch2",2.54
"small sample","A",65,"alpha","none",8.89,"ch2",0.635
"large sample","A",19,"alpha","none",10.16,"ch2",0.635
"large sample","A",16,"alpha","none",3.175,"du",1.27
"small sample","A",16,"alpha","ch2",2.54,"ch2",2.54
"small sample","A",34,"alpha","none",4.445,"ch2",1.27
"solution","A",24,"alpha","none",13.335,"ch2",1.27
"metallurgy","E",18,"alpha","none",3.175,"ch2",0.635
"small sample","A",17,"alpha","none",17.145,"ch2",1.905
"small sample","A",13,"alpha","none",13.335,"ch2",0.635
"large sample","A",49,"alpha","none",7.62,"ch2",1.27
"metallurgy","A",14,"alpha","ch2",13.97,"ch2",1.27
"waste","P",151,"alpha","none",13.335,"mgo",0.635
"small sample","A",24,"alpha","ch2",5.715,"mgo",1.905
"large sample","A",23,"alpha","none",8.89,"ss304",0.635
"small sample","A",24,"alpha","ch2",13.97,"ch2",0.635
"machining","M",20,"alpha","none",3.175,"al",0.635
"solution","A",21,"alpha","none",18.415,"ss304",1.27
"large sample","A",24,"alpha","mgo",8.89,"ss304",1.27
"large sample","E",46,"alpha","none",0.635,"ch2",0.635
"large sample","A",22,"alpha","none",12.7,"mgo",1.27
"metallurgy","A",35,"alpha","mgo",18.415,"mgo",0.635
"metallurgy","A",65,"alpha","ch2",6.35,"du",1.27
"machining","M",14,"alpha","none",13.335,"ch2",0.635
"solution","A",6,"alpha","none",5.08,"be",2.54
"large sample","D",32,"alpha","none",0.635,"ch2",0.635
"machining","A",26,"alpha","none",27.305,"ch2",0.635
"small sample","A",25,"alpha","none",4.445,"ch2",3.81
"large sample","M",139,"alpha","none",1.27,"ch2",0.635
"machining","M",58,"alpha","ch2",2.54,"ch2",0.635
"large sample","A",65,"alpha","none",10.16,"ch2",1.905
"machining","M",20,"alpha","none",1.905,"ch2",0.635
"large sample","D",134,"alpha","none",8.255,"ch2",0.635
"metallurgy","E",28,"alpha","none",1.27,"ss304",0.635
"machining","M",4,"alpha","none",12.7,"ch2",0.635
"small sample","A",40,"alpha","none",12.065,"ch2",1.27
"large sample","E",84,"alpha","none",3.81,"ch2",0.635
"small sample","A",8,"alpha","none",8.89,"ss304",0.635
"large sample","A",38,"alpha","ch2",6.35,"ch2",1.27
"machining","M",46,"alpha","none",0.635,"ch2",0.635
"small sample","A",44,"alpha","none",6.985,"ch2",1.905
"machining","A",41,"alpha","none",6.35,"ch2",1.27
"large sample","D",17,"alpha","none",0.635,"ss304",0.635
"small sample","A",30,"alpha","mgo",6.35,"mgo",1.27
"small sample","A",23,"alpha","none",13.335,"ch2",0.635
"solution","A",7,"alpha","none",11.43,"ch2",2.54
"large sample","A",6,"alpha","none",13.97,"ss304",0.635
"machining","M",8,"alpha","none",1.905,"ch2",0.635
"large sample","A",60,"alpha","ch2",8.255,"ss304",1.27
"machining","M",5,"alpha","ch2",16.51,"ch2",0.635
"solution","A",13,"alpha","ch2",15.875,"ch2",1.905
"solution","A",8,"alpha","ch2",12.7,"ch2",0.635
"large sample","A",32,"alpha","none",10.16,"ss304",0.635
"small sample","A",42,"alpha","none",3.81,"ch2",0.635
"small sample","B",36,"alpha","ch2",1.27,"ch2",3.81
"machining","A",47,"alpha","none",12.065,"al",0.635
"solution","A",4,"alpha","none",15.875,"ch2",5.715
"machining","M",110,"alpha","none",13.335,"ch2",0.635
"machining","M",27,"alpha","none",3.175,"ch2",0.635
"waste","P",90,"alpha","none",9.525,"ch2",0.635
"machining","M",155,"alpha","none",24.765,"al",0.635
"large sample","A",42,"alpha","none",14.605,"ss304",0.635
"large sample","A",62,"alpha","none",15.875,"ch2",3.175
"small sample","A",65,"alpha","ch2",10.16,"al",1.905
"solution","A",10,"alpha","ch2",4.445,"ss304",2.54
"solution","A",17,"alpha","none",12.065,"ch2",1.27
"small sample","A",7,"alpha","none",21.59,"ch2",1.905
"solution","A",13,"alpha","ch2",5.715,"ch2",0.635
"metallurgy","E",78,"alpha","none",5.715,"ch2",0.635
"large sample","A",37,"alpha","mgo",17.145,"ss304",1.905
"small sample","A",9,"alpha","mgo",3.81,"ch2",1.27
"large sample","M",83,"alpha","none",5.08,"ch2",0.635
"metallurgy","A",41,"alpha","none",19.05,"ch2",2.54
"waste","A",62,"alpha","none",1.905,"du",1.905
"small sample","A",65,"alpha","none",5.08,"ch2",1.905
"solution","A",23,"alpha","none",7.62,"du",1.905
"small sample","A",26,"alpha","none",9.525,"ss304",2.54
"metallurgy","A",8,"alpha","none",5.08,"ch2",0.635
"large sample","A",41,"alpha","ch2",0.635,"ss304",0.635
"large sample","M",54,"alpha","none",15.875,"ss304",0.635
"solution","A",10,"alpha","none",19.685,"ch2",1.27
"small sample","A",21,"alpha","none",13.97,"ch2",1.27
"small sample","A",65,"alpha","ch2",4.445,"pb",1.905
"solution","A",1,"alpha","none",3.81,"ch2",0.635
"small sample","A",65,"alpha","none",10.16,"ch2",0.635
"solution","A",9,"alpha","none",12.7,"pb",0.635
"metallurgy","A",53,"alpha","none",1.905,"ss304",0.635
"metallurgy","A",18,"alpha","none",4.445,"ss304",3.175
"large sample","A",46,"alpha","none",10.795,"al",1.27
"large sample","D",125,"alpha","none",1.27,"ch2",0.635
"small sample","A",65,"alpha","ch2",5.715,"ch2",1.27
"large sample","D",57,"alpha","none",1.27,"ch2",1.27
"machining","M",26,"alpha","none",27.94,"ch2",1.27
"large sample","A",23,"alpha","none",23.495,"ch2",1.905
"small sample","A",45,"alpha","ch2",4.445,"ch2",1.905
"large sample","A",27,"alpha","none",3.81,"ch2",1.27
"small sample","A",30,"alpha","none",7.62,"ch2",0.635
"small sample","A",65,"alpha","none",4.445,"ch2",1.27
"small sample","A",11,"alpha","ch2",1.905,"ch2",3.175
"waste","A",35,"alpha","none",5.715,"pb",1.27
"small sample","A",31,"alpha","none",3.81,"ss304",1.27
"large sample","D",63,"alpha","none",2.54,"mgo",0.635
"solution","A",6,"alpha","ch2",2.54,"ch2",3.175
"solution","A",9,"alpha","none",1.905,"ch2",0.635
"large sample","C",14,"alpha","mgo",3.175,"none",0.635
"solution","A",8,"alpha","none",5.08,"ch2",0.635
"small sample","A",34,"alpha","none",5.08,"ch2",0.635
"machining","M",52,"alpha","none",3.175,"ch2",0.635
"small sample","A",40,"alpha","none",17.78,"ss304",5.715
"machining","M",61,"alpha","none",8.255,"ch2",0.635
"small sample","A",39,"alpha","none",2.54,"al",0.635
"large sample","D",44,"alpha","none",1.27,"ch2",0.635
"metallurgy","A",17,"alpha","none",2.54,"ss304",3.175
"large sample","A",51,"alpha","ch2",1.905,"ch2",0.635
"waste","P",51,"alpha","none",28.575,"mgo",1.905
"large sample","A",64,"alpha","mgo",12.065,"al",0.635
"large sample","D",316,"alpha","none",2.54,"ss304",0.635
"large sample","M",153,"alpha","none",27.94,"ch2",0.635
"small sample","A",59,"alpha","none",1.905,"ss304",0.635
"small sample","A",49,"alpha","none",15.24,"ch2",1.905
"solution","A",20,"alpha","ch2",16.51,"ch2",1.27
"large sample","A",26,"alpha","none",3.81,"al",3.175
"small sample","A",15,"alpha","none",4.445,"ch2",3.175
"large sample","A",65,"alpha","none",22.86,"ch2",0.635
"solution","A",6,"alpha","ch2",8.255,"du",1.27
"large sample","A",14,"alpha","none",5.715,"ss304",3.175
"small sample","A",30,"alpha","ch2",1.27,"ch2",1.27
"small sample","A",29,"alpha","ch2",5.08,"ch2",2.54
"machining","M",12,"alpha","none",3.175,"ch2",0.635
"large sample","A",31,"alpha","none",9.525,"ch2",0.635
"small sample","A",18,"alpha","ch2",15.875,"ch2",2.54
"waste","P",134,"alpha","none",13.97,"be",0.635
"machining","M",53,"alpha","none",2.54,"ch2",0.635
"metallurgy","A",6,"alpha","none",8.89,"ss304",1.27
"machining","M",14,"alpha","none",12.065,"ss304",1.905
"waste","P",46,"alpha","none",10.795,"al",0.635
"small sample","A",42,"alpha","none",7.62,"ch2",1.905
"large sample","A",47,"alpha","none",1.27,"ch2",1.905
"large sample","A",16,"alpha","mgo",6.985,"ch2",1.27
"small sample","A",65,"alpha","none",1.905,"ch2",0.635
"small sample","A",28,"alpha","none",7.62,"ch2",2.54
"small sample","B",13,"alpha","none",5.08,"ch2",2.54
"large sample","D",97,"alpha","ch2",3.81,"ch2",0.635
"metallurgy","A",7,"alpha","none",13.335,"ch2",0.635
"large sample","E",46,"alpha","none",0.635,"ss304",0.635
"solution","A",2,"alpha","none",9.525,"ch2",1.27
"large sample","M",190,"alpha","ch2",15.24,"mgo",0.635
"large sample","A",5,"alpha","none",3.81,"mgo",0.635
"large sample","A",65,"alpha","ch2",20.32,"mgo",0.635
"small sample","B",52,"alpha","none",12.7,"ch2",3.175
"small sample","A",10,"alpha","ch2",10.795,"ch2",1.27
"metallurgy","A",34,"alpha","ch2",10.16,"ch2",1.27
"large sample","A",21,"alpha","none",18.415,"mgo",2.54
"large sample","A",4,"alpha","none",10.16,"ch2",2.54
"machining","M",10,"alpha","none",29.21,"ch2",0.635
"large sample","A",18,"alpha","mgo",0.635,"ch2",1.27
"large sample","M",108,"alpha","sepiolite",1.905,"ch2",0.635
"large sample","D",171,"alpha","none",1.27,"mgo",0.635
"machining","M",111,"alpha","none",10.795,"ch2",0.635
"small sample","A",7,"alpha","ch2",15.875,"ss304",0.635
"small sample","A",40,"alpha","none",20.955,"ch2",1.905
"solution","A",24,"alpha","none",15.24,"al",3.81
"large sample","A",27,"alpha","none",2.54,"ch2",1.905
"small sample","A",54,"alpha","none",6.35,"ch2",2.54
"large sample","M",46,"alpha","ch2",4.445,"ch2",0.635
"small sample","A",11,"alpha","ch2",17.145,"ch2",5.715
"metallurgy","A",22,"alpha","none",5.08,"ch2",0.635
"solution","A",13,"alpha","none",6.985,"ch2",0.635
"large sample","A",65,"alpha","ch2",3.81,"ch2",0.635
"small sample","A",29,"alpha","none",16.51,"pb",1.27
"solution","A",14,"alpha","none",12.7,"ch2",0.635
"small sample","A",27,"alpha","none",19.685,"ch2",0.635
"waste","P",136,"alpha","none",12.065,"ch2",1.905
"solution","A",38,"alpha","none",9.525,"ch2",0.635
"metallurgy","A",18,"alpha","none",5.08,"ss304",1.27
"small sample","A",38,"alpha","none",6.985,"al",0.635
"large sample","M",48,"alpha","none",11.43,"mgo",0.635
"small sample","A",36,"alpha","mgo",5.08,"ch2",2.54
"metallurgy","E",57,"alpha","none",1.27,"ss304",0.635
"small sample","A",13,"alpha","none",3.175,"ch2",2.54
"large sample","A",15,"alpha","none",0.635,"ch2",0.635
"small sample","A",65,"alpha","none",12.7,"ch2",0.635
"small sample","A",34,"alpha","none",10.795,"ch2",2.54
"small sample","A",6,"alpha","none",5.715,"ch2",0.635
"large sample","A",15,"alpha","none",22.225,"ch2",1.27
"solution","A",7,"alpha","ch2",5.715,"ch2",1.27
"machining","M",45,"alpha","none",5.08,"be",0.635
"large sample","E",76,"alpha","none",0.635,"ch2",0.635
"metallurgy","A",2,"alpha","none",8.89,"ss304",1.27
"solution","A",5,"alpha","none",3.81,"pb",0.635
"small sample","A",31,"alpha","none",8.89,"mgo",0.635
"metallurgy","A",34,"alpha","none",0.635,"ch2",1.27
"waste","P",37,"alpha","ch2",3.81,"ch2",0.635
"solution","A",7,"alpha","none",20.955,"ch2",1.27
"large sample","A",46,"alpha","mgo",21.59,"mgo",0.635
"large sample","D",20,"alpha","none",2.54,"ch2",0.635
"large sample","A",18,"alpha","none",8.255,"ch2",4.445
"large sample","A",43,"alpha","none",13.335,"mgo",3.175
"metallurgy","A",33,"alpha","mgo",3.81,"mgo",1.905
"small sample","A",17,"alpha","none",4.445,"ch2",0.635
"large sample","A",26,"alpha","none",15.875,"mgo",0.635
"small sample","B",18,"alpha","none",3.81,"ch2",2.54
"small sample","A",20,"alpha","ch2",9.525,"ss304",1.27
"solution","A",26,"alpha","none",20.32,"ss304",1.27
"solution","A",13,"alpha","none",8.255,"ch2",1.905
"metallurgy","A",65,"alpha","ch2",14.605,"mgo",0.635
"small sample","A",9,"alpha","none",4.445,"ch2",1.27
"large sample","A",27,"alpha","none",16.51,"mgo",1.27
"small sample","A",41,"alpha","none",10.16,"ch2",0.635
"small sample","A",50,"alpha","none",5.08,"ch2",1.27
"metallurgy","A",16,"alpha","none",19.05,"be",1.905
"machining","A",63,"alpha","ch2",12.7,"ch2",0.635
"small sample","A",39,"alpha","none",12.7,"ch2",0.635
"metallurgy","B",62,"alpha","none",4.445,"ss304",1.905
"small sample","A",65,"alpha","none",10.16,"ch2",1.27
"small sample","A",26,"alpha","none",4.445,"ch2",1.27
"metallurgy","A",25,"alpha","none",7.62,"be",0.635
"large sample","A",23,"alpha","none",6.985,"mgo",0.635
"small sample","A",43,"alpha","none",1.27,"be",1.905
"large sample","A",41,"alpha","none",22.225,"al",0.635
"small sample","A",10,"alpha","none",10.16,"ch2",1.27
"metallurgy","A",32,"alpha","none",11.43,"ch2",1.905
"small sample","A",41,"alpha","none",8.89,"ch2",0.635
"large sample","A",9,"alpha","none",10.795,"ss304",2.54
"small sample","A",13,"alpha","none",12.7,"ch2",1.905
"small sample","A",18,"alpha","none",11.43,"ss304",1.905
"large sample","D",72,"alpha","mgo",4.445,"mgo",0.635
"small sample","A",16,"alpha","none",5.08,"ch2",1.905
"metallurgy","E",216,"alpha","none",3.175,"ss304",0.635
"small sample","A",63,"alpha","none",3.175,"ch2",1.27
"large sample","M",60,"alpha","none",6.35,"ch2",0.635
"metallurgy","E",139,"alpha","none",0.635,"ch2",0.635
"large sample","A",5,"alpha","none",8.89,"mgo",1.27
"metallurgy","E",36,"alpha","none",3.81,"ch2",0.635
"large sample","M",131,"alpha","ch2",6.35,"mgo",0.635
"machining","M",11,"alpha","none",7.62,"du",0.635
"large sample","A",6,"alpha","none",1.27,"ch2",1.27
"large sample","A",26,"alpha","none",11.43,"ch2",0.635
"large sample","M",53,"alpha","none",10.795,"ss304",0.635
"large sample","A",12,"alpha","none",2.54,"ss304",1.905
"solution","A",6,"alpha","none",4.445,"ch2",2.54
"large sample","A",17,"alpha","none",1.905,"mgo",0.635
"small sample","A",35,"alpha","none",5.715,"ch2",0.635
"small sample","B",164,"alpha","none",3.175,"ch2",2.54
"small sample","A",23,"alpha","none",6.35,"ch2",1.27
"large sample","B",86,"alpha","none",3.81,"ss304",3.175
"large sample","A",21,"alpha","none",14.605,"ch2",2.54
"metallurgy","A",51,"alpha","none",8.255,"ch2",0.635
"metallurgy","E",50,"alpha","none",1.27,"ch2",0.635
"waste","A",43,"alpha","none",4.445,"mgo",2.54
"small sample","B",135,"alpha","none",2.54,"ss304",0.635
"large sample","A",51,"alpha","none",4.445,"ch2",3.175
"large sample","A",43,"alpha","none",22.225,"ss304",0.635
"small sample","A",49,"alpha","none",8.255,"ss304",1.905
"large sample","A",12,"alpha","none",12.7,"ch2",1.905
